"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Estimate","59.7%","","37.9%","70.3%","78.5%","79.7%","80.5%","77.3%","69.0%","53.4%","24.2%","6.3%","","60.0%","57.1%","53.2%","61.6%","64.6%","66.2%","59.0%","66.4%","59.8%","73.9%","","76.9%","71.0%","74.5%","72.0%","67.4%","78.2%","","39.1%","80.7%","","36.5%","","74.4%","49.1%","68.0%","76.4%","85.4%"
"        Margin of Error","±0.1","","±0.6","±0.6","±0.5","±0.5","±0.3","±0.3","±0.5","±0.5","±0.4","±0.2","","±0.2","±0.5","±2.6","±1.0","±3.9","±1.8","±1.1","±0.9","±0.2","±0.2","","±0.3","±0.2","±0.4","±0.7","±1.0","±0.4","","±0.6","±0.2","","±0.6","","±0.2","±0.6","±0.4","±0.3","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.6%","","13.6%","7.7%","5.5%","4.4%","3.6%","3.4%","3.1%","2.5%","2.6%","3.2%","","3.9%","9.2%","7.9%","3.3%","4.9%","5.0%","7.9%","4.9%","3.9%","4.2%","","4.5%","4.0%","4.0%","4.4%","4.4%","3.7%","","18.9%","3.0%","","10.8%","","3.8%","10.5%","4.9%","3.6%","1.9%"
"        Margin of Error","±0.1","","±0.7","±0.4","±0.3","±0.3","±0.2","±0.2","±0.2","±0.2","±0.3","±0.7","","±0.1","±0.4","±1.8","±0.5","±2.2","±0.9","±0.8","±0.5","±0.1","±0.1","","±0.1","±0.2","±0.2","±0.5","±0.6","±0.2","","±0.7","±0.1","","±0.5","","±0.1","±0.6","±0.2","±0.2","±0.1"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","847,280","","51,762","72,223","67,666","65,738","124,415","122,913","74,068","77,784","114,629","76,082","","764,687","4,103","45,485","7,269","596","5,068","20,072","27,183","746,789","604,807","","305,700","299,107","100,125","23,832","20,667","55,626","","78,481","517,291","","67,370","","532,584","30,476","147,710","180,021","174,377"
"        Margin of Error","±756","","±920","±709","±552","±589","±677","±612","±957","±1,076","±325","±269","","±867","±337","±861","±453","±178","±659","±1,046","±279","±555","±871","","±693","±562","±1,736","±903","±795","±1,210","","±2,226","±2,505","","±1,753","","±780","±1,355","±2,679","±2,170","±2,519"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.4%","","45.6%","79.7%","83.2%","84.3%","84.4%","82.8%","73.4%","59.3%","26.9%","7.8%","","63.4%","78.4%","56.6%","69.3%","79.0%","71.6%","67.7%","70.7%","63.3%","78.8%","","82.5%","75.0%","75.7%","70.7%","66.4%","81.3%","","53.2%","83.7%","","49.3%","","78.7%","59.0%","73.9%","78.2%","86.6%"
"        Margin of Error","±0.3","","±1.5","±1.2","±1.1","±1.0","±0.7","±0.7","±1.0","±1.1","±0.8","±0.6","","±0.3","±4.1","±1.4","±3.4","±8.6","±4.1","±1.9","±1.7","±0.3","±0.4","","±0.5","±0.5","±0.9","±2.2","±2.6","±1.1","","±1.3","±0.3","","±1.5","","±0.4","±1.9","±0.9","±0.6","±0.5"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.5%","","40.3%","72.4%","78.5%","81.1%","80.9%","80.3%","71.3%","57.6%","26.3%","7.5%","","60.9%","67.6%","49.1%","66.7%","72.8%","67.4%","62.8%","65.6%","60.8%","75.3%","","78.3%","72.3%","72.9%","67.7%","64.1%","78.4%","","45.8%","80.9%","","45.0%","","75.7%","53.6%","70.6%","75.2%","84.5%"
"        Margin of Error","±0.3","","±1.5","±1.3","±1.2","±1.1","±0.8","±0.7","±1.0","±1.1","±0.8","±0.6","","±0.3","±4.6","±1.5","±3.6","±9.9","±4.4","±2.1","±2.0","±0.3","±0.4","","±0.5","±0.6","±0.9","±2.3","±2.5","±1.2","","±1.5","±0.3","","±1.5","","±0.4","±1.9","±0.8","±0.6","±0.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.0%","","11.3%","7.1%","4.4%","3.2%","3.7%","3.0%","2.9%","2.8%","2.4%","2.7%","","3.5%","6.6%","13.1%","2.7%","5.4%","3.0%","6.6%","5.0%","3.5%","3.8%","","4.2%","3.3%","3.4%","3.3%","3.2%","3.5%","","13.6%","2.8%","","8.7%","","3.3%","9.3%","4.3%","3.3%","2.0%"
"        Margin of Error","±0.2","","±1.6","±0.8","±0.6","±0.6","±0.5","±0.4","±0.4","±0.5","±0.5","±1.2","","±0.2","±3.8","±1.4","±2.0","±7.6","±2.3","±1.4","±1.4","±0.2","±0.2","","±0.3","±0.3","±0.4","±1.0","±0.9","±0.6","","±1.3","±0.2","","±1.2","","±0.2","±1.7","±0.4","±0.4","±0.3"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,491,786","","104,191","136,569","126,197","128,900","236,450","223,709","123,643","118,058","165,539","128,530","","1,321,071","67,854","11,584","35,949","1,097","28,265","25,966","133,146","1,222,664","1,093,526","","552,801","540,725","210,884","50,837","47,150","112,897","","113,147","961,712","","103,125","","956,957","79,049","221,393","330,855","325,660"
"        Margin of Error","±788","","±831","±708","±506","±555","±674","±598","±1,479","±1,439","±465","±312","","±1,941","±791","±489","±664","±206","±1,588","±1,196","±407","±638","±785","","±704","±612","±1,799","±1,461","±1,064","±1,663","","±2,461","±2,543","","±2,239","","±772","±1,838","±2,837","±2,464","±3,310"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","69.7%","","52.7%","83.0%","87.5%","86.7%","87.8%","86.7%","80.9%","68.9%","33.1%","8.9%","","69.6%","68.9%","64.4%","68.8%","61.4%","76.3%","73.5%","74.7%","69.1%","84.0%","","87.9%","80.0%","81.1%","79.8%","74.7%","84.3%","","57.6%","88.2%","","53.9%","","84.1%","69.8%","78.9%","85.3%","90.0%"
"        Margin of Error","±0.2","","±0.8","±0.7","±0.6","±0.5","±0.4","±0.4","±0.6","±0.9","±0.6","±0.4","","±0.2","±1.1","±2.5","±1.6","±6.4","±1.5","±1.9","±0.8","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.0","±1.3","±0.6","","±1.0","±0.2","","±0.9","","±0.2","±1.1","±0.6","±0.3","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.0%","","45.5%","77.3%","83.2%","83.6%","85.0%","84.6%","79.2%","67.9%","32.6%","8.7%","","67.2%","62.9%","55.8%","65.2%","53.7%","71.9%","67.3%","69.9%","67.0%","81.1%","","84.5%","77.6%","78.5%","75.9%","72.4%","82.1%","","49.6%","85.9%","","49.7%","","81.6%","65.3%","76.2%","82.8%","88.1%"
"        Margin of Error","±0.2","","±0.8","±0.9","±0.7","±0.6","±0.5","±0.4","±0.6","±0.9","±0.6","±0.4","","±0.2","±1.2","±2.5","±1.6","±7.5","±1.6","±2.1","±0.9","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.2","±1.4","±0.7","","±0.9","±0.2","","±0.9","","±0.2","±1.2","±0.6","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.3%","","13.5%","5.8%","3.6%","2.5%","2.6%","2.3%","2.0%","1.4%","1.5%","1.9%","","2.9%","8.0%","13.1%","4.8%","7.0%","5.5%","6.9%","5.9%","2.6%","2.9%","","3.0%","2.7%","3.0%","4.4%","2.9%","2.4%","","13.9%","2.0%","","7.5%","","2.4%","6.5%","3.2%","2.2%","1.4%"
"        Margin of Error","±0.1","","±0.9","±0.6","±0.4","±0.3","±0.3","±0.2","±0.3","±0.2","±0.3","±0.7","","±0.1","±1.0","±1.7","±0.8","±5.4","±0.9","±1.5","±0.6","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.8","±0.6","±0.3","","±0.9","±0.1","","±0.9","","±0.1","±0.8","±0.3","±0.2","±0.1"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,366,398","","140,159","181,544","220,630","213,035","395,431","390,766","190,069","177,583","283,634","173,547","","1,595,652","209,400","29,573","208,342","15,824","222,292","85,315","603,678","1,250,190","1,769,058","","893,443","875,615","296,958","64,298","63,414","169,246","","210,449","1,535,331","","181,430","","1,587,514","214,803","446,510","539,808","386,393"
"        Margin of Error","±1,250","","±1,277","±389","±375","±435","±457","±486","±1,943","±1,893","±388","±345","","±4,933","±1,777","±1,140","±1,673","±623","±4,899","±2,921","±652","±972","±489","","±385","±348","±3,094","±1,964","±1,679","±2,655","","±3,931","±4,028","","±3,127","","±514","±3,485","±4,808","±4,505","±4,795"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.7%","","37.4%","79.8%","82.9%","83.1%","82.9%","80.3%","70.7%","53.3%","24.0%","6.5%","","62.1%","62.4%","63.9%","64.6%","65.7%","74.0%","68.2%","71.3%","60.0%","77.8%","","83.0%","72.4%","72.6%","69.9%","63.2%","77.1%","","49.8%","82.7%","","46.8%","","77.5%","69.1%","74.7%","78.6%","83.9%"
"        Margin of Error","±0.2","","±0.8","±0.8","±0.7","±0.6","±0.4","±0.5","±0.7","±0.8","±0.5","±0.4","","±0.2","±0.8","±2.0","±0.7","±2.5","±0.6","±1.1","±0.4","±0.3","±0.2","","±0.3","±0.3","±0.6","±1.3","±1.5","±0.8","","±0.9","±0.2","","±0.9","","±0.3","±0.7","±0.6","±0.4","±0.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.4%","","29.8%","71.3%","76.7%","77.5%","78.4%","76.2%","67.1%","50.9%","22.8%","6.1%","","58.2%","55.6%","57.4%","61.4%","60.2%","69.4%","61.9%","66.8%","56.3%","72.9%","","77.6%","68.1%","68.4%","65.3%","58.0%","73.5%","","37.5%","78.8%","","41.6%","","73.1%","64.5%","69.7%","74.0%","80.4%"
"        Margin of Error","±0.2","","±0.9","±0.9","±0.7","±0.8","±0.4","±0.5","±0.8","±0.8","±0.5","±0.4","","±0.3","±0.9","±2.0","±0.7","±2.6","±0.6","±1.2","±0.4","±0.3","±0.2","","±0.3","±0.4","±0.6","±1.3","±1.6","±0.8","","±0.9","±0.2","","±0.9","","±0.3","±0.8","±0.6","±0.4","±0.5"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.2%","","19.9%","9.4%","6.5%","5.7%","4.9%","5.0%","5.0%","4.5%","5.1%","6.4%","","5.6%","10.3%","10.1%","4.8%","7.6%","6.0%","8.7%","6.1%","5.5%","5.7%","","5.7%","5.7%","5.4%","6.1%","7.9%","4.4%","","24.6%","4.1%","","10.8%","","5.3%","6.6%","6.6%","5.1%","3.4%"
"        Margin of Error","±0.1","","±1.2","±0.6","±0.5","±0.5","±0.3","±0.3","±0.4","±0.4","±0.5","±1.5","","±0.2","±0.7","±1.5","±0.4","±1.8","±0.4","±0.8","±0.3","±0.2","±0.1","","±0.2","±0.2","±0.4","±0.8","±1.0","±0.4","","±1.1","±0.1","","±0.7","","±0.1","±0.5","±0.3","±0.2","±0.2"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,121,659","","71,467","89,855","83,444","81,749","154,702","195,642","111,262","97,743","141,456","94,339","","1,050,226","16,622","1,752","29,567","367","5,797","17,328","36,032","1,023,534","814,397","","407,922","406,475","129,576","29,925","20,277","79,374","","59,651","739,121","","84,066","","724,542","42,681","190,566","214,467","276,828"
"        Margin of Error","±767","","±948","±504","±399","±425","±388","±377","±1,582","±1,590","±313","±267","","±1,123","±832","±296","±629","±119","±863","±874","±279","±809","±580","","±403","±400","±1,640","±1,386","±1,057","±1,634","","±2,258","±2,243","","±2,013","","±507","±1,571","±2,764","±2,962","±3,106"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.7%","","50.2%","81.7%","87.6%","85.9%","85.7%","86.0%","80.6%","65.4%","31.5%","8.0%","","67.6%","68.8%","72.4%","69.0%","68.4%","74.4%","65.5%","71.8%","67.5%","82.4%","","86.2%","78.6%","79.6%","79.1%","68.8%","82.5%","","46.0%","86.4%","","47.3%","","82.5%","61.8%","77.6%","83.6%","88.2%"
"        Margin of Error","±0.2","","±1.1","±0.9","±0.9","±0.8","±0.6","±0.6","±0.9","±1.0","±0.9","±0.6","","±0.2","±2.7","±6.2","±1.8","±16.6","±4.2","±2.6","±1.6","±0.2","±0.3","","±0.4","±0.4","±0.8","±1.7","±2.6","±1.0","","±1.5","±0.2","","±1.2","","±0.3","±1.9","±0.7","±0.5","±0.4"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.1%","","44.5%","75.5%","83.8%","82.6%","83.1%","83.9%","78.3%","63.6%","30.6%","7.8%","","65.1%","62.4%","69.3%","66.5%","59.4%","67.7%","61.1%","66.6%","65.1%","79.5%","","82.6%","76.3%","77.5%","77.3%","66.2%","80.5%","","37.5%","83.9%","","42.9%","","80.0%","58.3%","74.3%","80.9%","86.5%"
"        Margin of Error","±0.2","","±1.1","±1.1","±1.0","±0.8","±0.7","±0.7","±0.9","±0.9","±0.9","±0.6","","±0.2","±2.7","±7.1","±2.0","±18.3","±5.1","±2.7","±1.8","±0.3","±0.3","","±0.4","±0.4","±0.8","±1.6","±2.6","±1.1","","±1.5","±0.3","","±1.2","","±0.3","±1.9","±0.7","±0.6","±0.4"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.6%","","10.9%","7.0%","3.9%","3.2%","2.8%","2.4%","2.9%","2.6%","2.6%","2.6%","","3.5%","8.1%","2.6%","3.4%","13.1%","8.7%","6.3%","6.6%","3.4%","3.3%","","3.7%","2.9%","2.5%","2.1%","3.7%","2.4%","","18.5%","2.7%","","9.1%","","2.9%","5.7%","4.0%","2.9%","1.9%"
"        Margin of Error","±0.2","","±1.2","±0.8","±0.5","±0.5","±0.3","±0.3","±0.4","±0.4","±0.5","±1.2","","±0.2","±2.0","±2.3","±1.0","±21.5","±3.8","±1.7","±1.3","±0.2","±0.2","","±0.2","±0.2","±0.4","±0.8","±1.2","±0.4","","±1.8","±0.2","","±1.3","","±0.2","±1.0","±0.4","±0.3","±0.2"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,148,309","","446,193","555,737","569,814","568,446","1,137,328","1,259,591","637,064","563,851","793,910","616,375","","4,942,013","954,226","15,116","677,896","2,755","415,554","140,749","1,325,610","4,119,995","5,291,831","","2,616,866","2,674,965","957,656","213,787","177,801","566,068","","458,238","4,754,085","","404,472","","4,736,094","401,104","1,188,770","1,136,078","2,010,142"
"        Margin of Error","±1,739","","±1,771","±472","±350","±327","±498","±511","±3,817","±3,787","±378","±420","","±7,187","±3,390","±1,148","±1,782","±376","±7,838","±3,778","±949","±1,624","±653","","±568","±502","±5,277","±3,334","±2,712","±4,547","","±7,667","±7,495","","±4,932","","±633","±5,495","±10,374","±6,977","±11,516"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.6%","","32.2%","72.1%","84.8%","84.5%","84.9%","84.1%","77.7%","64.8%","31.3%","7.9%","","65.0%","64.9%","63.3%","66.9%","66.2%","70.9%","69.8%","70.1%","64.1%","80.3%","","85.2%","75.5%","75.6%","73.2%","68.0%","78.9%","","49.4%","84.4%","","44.2%","","81.3%","65.5%","75.7%","82.0%","87.3%"
"        Margin of Error","±0.1","","±0.5","±0.5","±0.4","±0.3","±0.2","±0.2","±0.4","±0.4","±0.3","±0.2","","±0.1","±0.4","±3.1","±0.4","±6.1","±0.5","±1.0","±0.3","±0.1","±0.2","","±0.2","±0.2","±0.3","±0.6","±0.9","±0.4","","±0.5","±0.1","","±0.6","","±0.2","±0.5","±0.4","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61.9%","","26.3%","63.7%","79.2%","80.0%","81.0%","80.5%","74.5%","62.1%","30.0%","7.6%","","61.8%","58.4%","57.6%","64.1%","60.2%","66.4%","63.7%","65.9%","61.0%","76.0%","","80.6%","71.5%","71.7%","69.0%","63.5%","75.2%","","38.0%","80.7%","","38.7%","","77.4%","60.6%","70.8%","77.7%","84.5%"
"        Margin of Error","±0.1","","±0.5","±0.5","±0.4","±0.4","±0.2","±0.3","±0.4","±0.5","±0.3","±0.2","","±0.1","±0.4","±3.4","±0.4","±6.8","±0.6","±1.0","±0.3","±0.1","±0.2","","±0.2","±0.2","±0.3","±0.6","±0.9","±0.4","","±0.6","±0.1","","±0.6","","±0.2","±0.5","±0.4","±0.3","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.5%","","17.9%","11.2%","6.1%","4.9%","4.3%","4.3%","4.2%","4.1%","4.2%","4.0%","","4.7%","9.8%","8.5%","4.2%","6.7%","6.3%","8.2%","5.8%","4.6%","5.2%","","5.2%","5.2%","5.2%","5.7%","6.4%","4.6%","","23.2%","4.2%","","12.5%","","4.6%","7.4%","6.4%","4.9%","3.0%"
"        Margin of Error","±0.1","","±0.8","±0.4","±0.3","±0.2","±0.2","±0.2","±0.2","±0.2","±0.3","±0.5","","±0.1","±0.3","±2.2","±0.2","±2.9","±0.4","±0.7","±0.2","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.4","±0.6","±0.2","","±0.7","±0.1","","±0.6","","±0.1","±0.3","±0.2","±0.2","±0.1"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,661,646","","113,574","144,701","142,570","139,033","249,432","246,287","137,802","135,560","210,124","142,563","","1,263,319","34,604","150,074","27,210","1,344","143,038","42,057","761,039","679,420","1,195,385","","596,859","598,526","204,743","43,506","43,898","117,339","","208,869","962,505","","155,670","","1,050,684","142,682","282,498","350,191","275,313"
"        Margin of Error","±1,236","","±1,257","±770","±794","±667","±716","±657","±1,771","±1,785","±517","±393","","±4,306","±762","±1,490","±816","±274","±4,254","±1,826","±914","±676","±794","","±625","±567","±2,496","±1,686","±1,441","±1,971","","±3,990","±4,093","","±3,233","","±782","±3,020","±3,895","±3,474","±3,746"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","57.9%","","36.4%","73.1%","77.5%","77.3%","77.6%","75.3%","66.4%","50.5%","23.6%","6.0%","","57.8%","61.1%","55.2%","63.9%","58.3%","58.8%","60.0%","60.4%","55.2%","72.2%","","76.3%","68.1%","70.3%","66.4%","61.7%","74.9%","","47.9%","78.9%","","38.2%","","72.0%","56.0%","66.8%","74.3%","82.8%"
"        Margin of Error","±0.3","","±1.1","±1.0","±0.8","±1.0","±0.7","±0.6","±1.0","±1.0","±0.6","±0.4","","±0.3","±1.8","±0.7","±1.9","±9.6","±1.1","±2.1","±0.4","±0.4","±0.3","","±0.4","±0.5","±0.8","±1.7","±1.9","±1.0","","±0.9","±0.3","","±1.1","","±0.4","±1.2","±0.7","±0.5","±0.6"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","53.5%","","29.3%","63.3%","69.5%","71.0%","72.4%","71.6%","63.5%","48.6%","22.7%","5.7%","","53.8%","53.5%","47.6%","60.0%","55.4%","55.1%","54.2%","56.0%","51.6%","66.9%","","69.8%","64.0%","65.8%","61.1%","56.1%","71.2%","","37.9%","74.7%","","32.9%","","67.4%","49.8%","62.1%","69.3%","79.6%"
"        Margin of Error","±0.3","","±1.0","±1.0","±1.0","±1.1","±0.8","±0.6","±1.0","±1.0","±0.6","±0.4","","±0.3","±2.0","±0.7","±2.0","±9.6","±1.0","±2.0","±0.4","±0.4","±0.4","","±0.4","±0.5","±0.8","±1.7","±1.7","±1.0","","±0.9","±0.3","","±1.0","","±0.4","±1.1","±0.8","±0.6","±0.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.7%","","18.7%","10.7%","8.3%","7.0%","5.9%","4.7%","4.3%","3.7%","3.6%","4.6%","","5.9%","7.3%","13.7%","4.7%","3.7%","6.0%","8.3%","6.9%","5.0%","6.3%","","6.9%","5.6%","6.1%","7.4%","8.9%","4.8%","","20.7%","4.4%","","13.5%","","5.7%","11.0%","6.9%","5.6%","2.9%"
"        Margin of Error","±0.2","","±1.4","±0.8","±0.8","±0.7","±0.4","±0.4","±0.5","±0.5","±0.6","±1.4","","±0.3","±1.4","±0.8","±1.3","±5.4","±0.8","±1.4","±0.3","±0.3","±0.2","","±0.3","±0.3","±0.5","±1.3","±1.5","±0.5","","±1.2","±0.2","","±1.2","","±0.2","±0.9","±0.6","±0.3","±0.3"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,936,244","","980,723","1,323,584","1,481,516","1,384,434","2,433,007","2,613,081","1,338,546","1,235,047","1,770,421","1,375,885","","10,358,260","2,456,766","63,712","1,373,068","7,387","1,289,217","387,834","2,816,133","9,144,360","11,809,215","","5,794,935","6,014,280","1,929,862","452,841","370,168","1,106,853","","1,465,069","10,138,546","","1,042,922","","10,485,631","1,194,736","2,548,598","2,660,787","4,081,510"
"        Margin of Error","±2,611","","±2,844","±1,469","±966","±981","±1,117","±1,064","±5,574","±5,508","±619","±574","","±12,158","±6,236","±2,517","±2,993","±811","±15,388","±8,259","±1,280","±2,428","±1,457","","±1,064","±1,169","±9,726","±6,609","±4,249","±7,418","","±10,981","±11,095","","±7,831","","±1,524","±9,512","±18,076","±11,817","±20,963"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.2%","","30.6%","69.4%","83.3%","84.2%","83.5%","81.1%","73.7%","58.9%","27.6%","7.3%","","63.2%","61.1%","58.4%","63.5%","69.4%","65.6%","66.8%","64.6%","63.2%","77.7%","","81.8%","73.9%","74.3%","73.1%","66.6%","77.5%","","44.9%","83.6%","","39.7%","","78.8%","59.7%","72.5%","79.4%","87.9%"
"        Margin of Error","±0.1","","±0.3","±0.3","±0.2","±0.3","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","","±0.1","±0.2","±1.5","±0.2","±3.3","±0.4","±0.6","±0.2","±0.1","±0.1","","±0.1","±0.1","±0.3","±0.5","±0.6","±0.3","","±0.4","±0.1","","±0.4","","±0.1","±0.4","±0.2","±0.2","±0.1"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.6%","","24.7%","61.2%","77.7%","79.6%","79.9%","77.8%","70.8%","56.7%","26.6%","7.0%","","60.3%","55.4%","52.0%","60.6%","60.1%","60.6%","61.0%","59.9%","60.4%","73.6%","","77.1%","70.2%","70.7%","69.1%","62.6%","74.1%","","34.8%","80.3%","","34.6%","","75.1%","54.6%","68.2%","75.5%","85.2%"
"        Margin of Error","±0.1","","±0.3","±0.4","±0.3","±0.3","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","","±0.1","±0.2","±1.7","±0.3","±4.0","±0.4","±0.6","±0.2","±0.1","±0.1","","±0.1","±0.1","±0.3","±0.5","±0.6","±0.3","","±0.4","±0.1","","±0.4","","±0.1","±0.4","±0.2","±0.2","±0.1"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
